"id_fichas";"marca";"modelo";"version";"cilindrada";"motor_short"
664;;;"2.0 TSI Elegance";"1968 cc";"2.0L"
666;;;"2.0 TSI Elegance Tiptronic";"1984 cc";"2.0L"
669;;;"2.0 TSI Elegance Wood";"1968 cc";"2.0L"
670;;;"2.0 TSI Elegance Wood Tiptron.";"1984 cc";"2.0L"
636;;;"1.6 C. Ext Power & Safety Pack";"1598 cc";"1.6L"
635;;;"1.6 C. Ext .PS-AC Power Pack";"1598 cc";"1.6L"
632;;;"1.6 Cabina Simple";"1598 cc";"1.6L"
633;;;"1.6 Cabina Simple PS-AC";"1598 cc";"1.6L"
590;;;"1.8 Turbo Trendline AT";"1781 cc";"1.8L"
588;;;"1.8 Turbo Trendline";"1781 cc";"1.8L"
592;;;"1.9 TDI Trendline AT";"1896 cc";"1.9L"
591;;;"1.9 TDI Trendline";"1896 cc";"1.9L"
567;;;"1.9 SDI Comfortline";"1896 cc";"1.9L"
569;;;"1.9 SDI Highline";"1896 cc";"1.9L"
570;;;"1.9 SDI Highline + Cuero";"1896 cc";"1.9L"
568;;;"1.9 SDI Trendline";"1896 cc";"1.9L"
565;;;"1.6 Highline + Cuero";"1599 cc";"1.6L"
561;;;"1.6 Comfortline";"1599 cc";"1.6L"
564;;;"1.6 Highline";"1599 cc";"1.6L"
563;;;"1.6 Trendline";"1599 cc";"1.6L"
641;;;"TDI Exclusive Tiptronic";"1984 cc";"2.0L"
640;;;"TDI Sport & Style Tiptronic";"1984 cc";"2.0L"
638;;;"TSI Exclusive";"1984 cc";"2.0L"
639;;;"TSI Exclusive Tiptronic";"1984 cc";"2.0L"
634;;;"TSI Sport & Style";"1984 cc";"2.0L"
637;;;"TSI Sport & Style Tiptronic";"1984 cc";"2.0L"
630;;;;"2461 cc";"2.5L"
628;;;;"2461 cc";"2.5L"
614;;;;"3597 cc";"3.6L"
611;;;;"3597 cc";"3.6L"
618;;;"V8 4.2 FSI Premium";"4163 cc";"4.2L"
604;;;"1.9 TDI Advance DSG";"1896 cc";"1.9L"
605;;;"1.9 TDI Advance";"1896 cc";"1.9L"
607;;;"1.9 TDI Luxury DSG";"1896 cc";"1.9L"
606;;;"1.9 TDI Luxury";"1896 cc";"1.9L"
613;;;"2.0T FSI Elegance DSG";"1984 cc";"2.0L"
615;;;"2.0T FSI Elegance";"1984 cc";"2.0L"
617;;;"2.0T FSI Sportline DSG";"1984 cc";"2.0L"
616;;;"2.0T FSI Sportline";"1984 cc";"2.0L"
608;;;"2.5 FSI Advance";"2480 cc";"2.5L"
609;;;"2.5 FSI Advance Tiptronic";"2480 cc";"2.5L"
610;;;"2.5 FSI Luxury";"2480 cc";"2.5L"
612;;;"2.5 FSI Luxury Tiptronic";"2480 cc";"2.5L"
598;;;"1.9 TDI Advance DSG";"1896 cc";"1.9L"
597;;;"1.9 TDI Advance";"1896 cc";"1.9L"
599;;;"2.5 FSI Advance";"2480 cc";"2.5L"
600;;;"2.5 FSI Advance Tiptronic";"2480 cc";"2.5L"
554;;;;"1599 cc";"1.6L"
555;;;;"1599 cc";"1.6L"
556;;;"Comfortline Plus + AB";"1599 cc";"1.6L"
557;;;;"1599 cc";"1.6L"
553;;;;"1599 cc";"1.6L"
330;;"C30";"2.0 P1";"1999 cc";"2.0L"
331;;"C30";"2.0 P2";"1999 cc";"2.0L"
334;;"C30";"T5 AT";"2521 cc";"2.5L"
332;;"C30";"T5";"2521 cc";"2.5L"
335;;"S80";"3.2 AT";"3192 cc";"3.2L"
336;;"S80";"4.4 V8";"4414 cc";"4.4L"
337;;"S40";"2.0";"1999 cc";"2.0L"
339;;"S40";"T5 AT";"2521 cc";"2.5L"
338;;"S40";"T5";"2521 cc";"2.5L"
879;;"V50";"2.0";"1999 cc";"2.0L"
340;;"V50";"2.4i AT";"2435 cc";"2.4L"
341;;;;"2953 cc";"3.0L"
342;;;;"2953 cc";"3.0L"
882;;;"3.2 AWD";"3192 cc";"3.2L"
343;;;"2.4 D5 AWD";"2400 cc";"2.4L"
344;;;"4.4 V8";"4414 cc";"4.4L"
